VFG0-	VFG012832__ipaH1.4	VFG012833__ipaH1.4	VFG012834__ipaH1.4	VFG012835__ipaH1.4	VFG012836__ipaH1.4	VFG012838__ipaH2.5	VFG012839__ipaH2.5	VFG020143__ipaH1.4
VFG0-_1	VFG012840__ipaH4.5	VFG012841__ipaH4.5	VFG012842__ipaH4.5	VFG012843__ipaH4.5	VFG012844__ipaH4.5	VFG020144__ipaH4.5
VFG0-_2	VFG002041__ipaH7.8	VFG012845__ipaH7.8	VFG012847__ipaH7.8	VFG012848__ipaH7.8	VFG012849__ipaH7.8	VFG020145__ipaH7.8
VFG0-_3	VFG002042__ipaH9.8	VFG012850__ipaH9.8	VFG012852__ipaH9.8	VFG012853__ipaH9.8	VFG012854__ipaH9.8	VFG020146__ipaH9.8
VFG012837__ipaH2	VFG012837__ipaH2.5
cluster_588	VFG001434__cswA
cluster_589	VFG002043__ospG	VFG020142__ospG	VFG041728__yspK
cluster_59	VFG041550__sepQ
cluster_590	VFG002413__ykgK_ecpR	VFG018191__ecpR	VFG018194__ecpR	VFG018195__ecpR	VFG034374__ecpR	VFG034375__ecpR	VFG034377__ecpR	VFG034378__ecpR	VFG034380__ecpR	VFG034381__ecpR	VFG034382__ecpR	VFG034386__ecpR	VFG034387__ecpR	VFG034388__ecpR	VFG034389__ecpR	VFG034390__ecpR	VFG034391__ecpR	VFG034392__ecpR	VFG034394__ecpR	VFG034397__ecpR	VFG034398__ecpR	VFG045782__matA_ecpR
cluster_591	VFG035973__espC	VFG045824__EC958_4614
cluster_592	VFG018430__sseG
cluster_593	VFG021500__stdA
cluster_594	VFG034778__espM1	VFG034784__espM1
cluster_595	VFG034780__espM1	VFG034786__espM2	VFG034788__espM2	VFG034790__espM2	VFG034792__espM2	VFG034793__espM2	VFG034794__espM2
cluster_596	VFG000502__sseD	VFG003863__sseD	VFG003865__sseD	VFG003866__sseD	VFG018472__sseD	VFG020760__sseD	VFG020761__sseD	VFG020762__sseD	VFG020764__sseD	VFG020766__sseD
cluster_597	VFG000883__papH	VFG000894__papH	VFG012246__papH	VFG012247__papH	VFG012248__papH	VFG033134__papH	VFG033135__papH	VFG033136__papH	VFG033137__papH
cluster_598	VFG001439__csnA
cluster_599	VFG002315__pilS
cluster_6	VFG043759__stx2fA
cluster_60	VFG043820__STY1498	VFG043821__SPA1306
cluster_600	VFG004297__steA	VFG004298__steA	VFG018322__steA	VFG021507__steA	VFG021508__steA	VFG021509__steA	VFG021512__steA	VFG021513__steA
cluster_601	VFG017847__pilS
cluster_602	VFG000772__espC	VFG035972__espC
cluster_603	VFG043100__fliZ
cluster_604	VFG002687__flhC	VFG002709__flhC	VFG002942__flhC
cluster_605	VFG000354__ail	VFG002739__ail	VFG002984__ail	VFG003113__ail	VFG003244__ail	VFG003379__ail	VFG017281__ail	VFG018822__ail	VFG018950__ail	VFG020189__ail
cluster_606	VFG004233__staA
cluster_607	VFG018340__staF	VFG021416__staF
cluster_608	VFG021419__staD
cluster_609	VFG041519__espM2
cluster_61	VFG012571__sitA	VFG012572__sitA	VFG012573__sitA	VFG012575__sitA	VFG013039__sitA	VFG013040__sitA	VFG013043__sitA	VFG020180__sitA	VFG034194__sitA	VFG034198__sitA	VFG034199__sitA	VFG034204__sitA	VFG034206__sitA
cluster_610	VFG041565__nleG1
cluster_611	VFG042539__fasA
cluster_612	VFG042652__pixH
cluster_613	VFG000844__espP	VFG033820__espP
cluster_614	VFG000749__bfpA	VFG042784__bfpA
cluster_615	VFG000886__papJ	VFG012231__papJ	VFG012232__papJ	VFG012233__papJ	VFG033115__papJ	VFG033116__papJ	VFG033117__papJ
cluster_616	VFG002358__flhC	VFG023694__flhC
cluster_617	VFG017880__YpsIP31758_B0118
cluster_618	VFG012253__papA	VFG033145__papA
cluster_619	VFG034984__nleG_2	VFG035006__nleG_3	VFG035008__nleG_3	VFG035010__nleG_3	VFG035011__nleG_3
cluster_62	VFG042718__Z2206
cluster_620	VFG042091__orgA
cluster_621	VFG042247__hrpD
cluster_622	VFG042525__afrS
cluster_623	VFG000800__espA	VFG033467__espA	VFG033469__espA
cluster_624	VFG000902__sat	VFG033823__sat	VFG033824__sat	VFG033825__sat	VFG033826__sat	VFG033827__sat	VFG046097__ECVR50_3325
cluster_625	VFG033466__espA	VFG033473__espA	VFG033474__espA
cluster_626	VFG033472__espA
cluster_627	VFG034997__nleG2_4	VFG034998__nleG2_4	VFG034999__nleG	VFG035000__nleG2_4
cluster_628	VFG041517__nleF
cluster_629	VFG041525__espM3
cluster_63	VFG000552__spaO	VFG003726__spaO	VFG003728__spaO	VFG003729__spaO	VFG018524__spaO	VFG018525__spaO	VFG020511__spaO	VFG020512__spaO	VFG020513__spaO	VFG020516__spaO	VFG020517__spaO	VFG020518__spaO
cluster_630	VFG041557__espA
cluster_631	VFG043045__flhC
cluster_632	VFG043097__flhC
cluster_633	VFG004337__stgA
cluster_634	VFG004394__tcfB	VFG004396__tcfB	VFG021711__tcfB
cluster_635	VFG000930__entF	VFG012997__entF	VFG012998__entF	VFG013000__entF	VFG013001__entF	VFG013002__entF	VFG020173__entF
cluster_636	VFG012759__ipgB2	VFG012760__ipgB2	VFG012761__ipgB2	VFG012762__ipgB2	VFG012763__ipgB2	VFG020128__ipgB2
cluster_637	VFG034985__nleG2_2	VFG034986__nleG2_2	VFG034987__nleG2_2	VFG034992__nleG2_3	VFG034994__nleG2_3
cluster_638	VFG034989__nleG2_2
cluster_639	VFG035201__EC55989_3333	VFG035202__EC042_4531
cluster_64	VFG000879__fimH	VFG012319__fimH	VFG012320__fimH	VFG012323__fimH	VFG012324__fimH	VFG012325__fimH	VFG033354__fimH	VFG033355__fimH	VFG033360__fimH	VFG033361__fimH	VFG033362__fimH	VFG033363__fimH	VFG033364__fimH	VFG033366__fimH	VFG033368__fimH	VFG033369__fimH	VFG033370__fimH	VFG033373__fimH	VFG033375__fimH	VFG033376__fimH
cluster_640	VFG042511__fotT
cluster_641	VFG000725__escJ	VFG000817__escJ	VFG033570__escJ	VFG033571__escJ	VFG033576__escJ	VFG033577__escJ	VFG041544__escJ
cluster_642	VFG004378__stjA	VFG021677__SeAg_B4893	VFG021679__SNSL254_A4927
cluster_643	VFG004386__stkD	VFG021699__stkD
cluster_644	VFG012496__cdtC	VFG043731__cdtC
cluster_645	VFG033907__cdtC	VFG043722__cdtC
cluster_646	VFG000862__pet
cluster_647	VFG041080__YPO0508
cluster_648	VFG042493__cshA
cluster_649	VFG042584__sfpH
cluster_65	VFG035073__nleH2	VFG035075__nleH2
cluster_650	VFG042590__stgA
cluster_651	VFG002663__fliL	VFG002782__fliL	VFG002918__fliL
cluster_652	VFG003564__yst1H
cluster_653	VFG033142__papA
cluster_654	VFG034901__espY2	VFG034905__espY2
cluster_655	VFG034966__nleF	VFG034968__nleF	VFG034973__nleF
cluster_656	VFG041522__espT
cluster_657	VFG041109__sciS_icmF_like
cluster_658	VFG041729__yspI
cluster_659	VFG042901__cfcG
cluster_66	VFG043219__fliM
cluster_660	VFG004227__staD
cluster_661	VFG000999__mxiK	VFG012655__mxiK	VFG012657__mxiK
cluster_662	VFG017860__YpsIP31758_B0098
cluster_663	VFG017862__YpsIP31758_B0100
cluster_664	VFG018338__staD	VFG021420__staD
cluster_665	VFG002337__fliO	VFG023653__fliO
cluster_666	VFG041000__aaiT
cluster_667	VFG042620__mrpI
cluster_668	VFG004156__bcfC	VFG004159__bcfC	VFG021291__bcfC
cluster_669	VFG042387__CAA46156
cluster_67	VFG043246__motB
cluster_670	VFG044404__hasA
cluster_671	VFG002051__gspH	VFG012904__gspH	VFG020156__gspH	VFG040951__gspH
cluster_672	VFG042403__ycbV
cluster_673	VFG042587__sfpJ
cluster_674	VFG042655__pixJ
cluster_675	VFG042713__Z2200
cluster_676	VFG001424__draE2	VFG042505__nfaA
cluster_677	VFG004319__stfA	VFG004320__stfA	VFG004321__stfA	VFG018316__stfA	VFG021554__stfA	VFG021555__stfA	VFG021556__stfA	VFG021557__stfA	VFG021558__stfA	VFG021559__stfA	VFG021560__stfA
cluster_678	VFG041072__YPO0500
cluster_679	VFG042622__mrpB
cluster_68	VFG000529__avrA	VFG020678__avrA	VFG020679__avrA	VFG020681__avrA	VFG020682__avrA
cluster_680	VFG000630__sigA	VFG012917__sigA	VFG012919__sigA	VFG020162__sigA	VFG035932__pet
cluster_681	VFG042763__lngE
cluster_682	VFG042777__cofE
cluster_683	VFG000442__rck
cluster_684	VFG004350__sthD	VFG004351__sthD	VFG004353__sthD	VFG004354__sthD	VFG021612__sthD	VFG021613__sthD	VFG021614__sthD	VFG021616__sthD	VFG021618__sthD
cluster_685	VFG004385__stkE	VFG021697__stkE
cluster_686	VFG040958__pulB
cluster_687	VFG004307__steD	VFG004309__steD	VFG004310__steD	VFG018319__steD	VFG021531__steD	VFG021532__steD	VFG021533__steD	VFG021535__steD	VFG021536__steD	VFG021537__steD
cluster_688	VFG001713__papX	VFG012206__papX	VFG012207__papX	VFG012208__papX	VFG033078__papX	VFG033079__papX	VFG033080__papX	VFG033084__papX	VFG042390__sfaX	VFG042569__focX	VFG045771__papX
cluster_689	VFG035404__aaiK	VFG035407__aaiK	VFG035408__aaiK
cluster_69	VFG013648__inv
cluster_690	VFG035785__aec17	VFG035786__aec17	VFG035799__aec17	VFG035803__aec17
cluster_691	VFG045818__EC958_4611
cluster_692	VFG040936__etpH
cluster_693	VFG042517__fotF
cluster_694	VFG042610__pmfA
cluster_695	VFG042679__fimA
cluster_696	VFG000760__bfpJ
cluster_697	VFG004376__stiA	VFG004377__stiA	VFG018302__stiA	VFG021669__stiA	VFG021670__stiA	VFG021671__stiA	VFG021672__stiA	VFG021673__stiA	VFG021674__stiA	VFG021675__stiA	VFG021676__stiA
cluster_698	VFG002666__fliO	VFG002785__fliO	VFG003157__fliO	VFG003424__fliO	VFG017321__fliO	VFG020230__fliO
cluster_699	VFG043048__fliZ
cluster_7	VFG012501__iroE	VFG012502__iroE	VFG012503__iroE	VFG012504__iroE	VFG012969__iroE	VFG033916__iroE	VFG033917__iroE
cluster_70	VFG034600__faeH	VFG042556__faeH
cluster_700	VFG045865__ycbQ	VFG045866__ycbQ	VFG045867__ycbQ
cluster_701	VFG000374__yopK_yopQ
cluster_702	VFG045343__yapJ
cluster_703	VFG003533__YE3554
cluster_704	VFG000910__focI	VFG012332__sfaD	VFG012333__sfaD	VFG033383__sfaD	VFG033397__focI
cluster_705	VFG042240__hrpL
cluster_706	VFG042391__ralC
cluster_707	VFG042398__ycbQ	VFG045856__elfA	VFG045859__ECO55CA74_05720	VFG045862__ECH74115_1100	VFG045872__ycbQ	VFG045875__UMNK88_1093
cluster_708	VFG042614__pmfF
cluster_709	VFG042627__mrpG
cluster_71	VFG041563__espF
cluster_710	VFG043619__fimA
cluster_711	VFG000759__bfpI	VFG042794__bfpI
cluster_712	VFG001446__sfaA
cluster_713	VFG012509__iroC	VFG012510__ABC	VFG012511__iroC	VFG012512__iroC	VFG012971__iroC	VFG033926__iroC	VFG033927__iroC	VFG033928__ABC	VFG033929__iroC	VFG033930__iroC
cluster_714	VFG004165__bcfE	VFG004166__bcfE	VFG004169__bcfE	VFG018355__bcfE	VFG018356__bcfE	VFG021309__bcfE	VFG021310__bcfE	VFG021311__bcfE	VFG021312__bcfE	VFG021314__bcfE	VFG021315__bcfE	VFG021316__bcfE
cluster_715	VFG004365__sthA	VFG004366__sthA	VFG004367__sthA	VFG004368__sthA	VFG004369__sthA	VFG018306__sthA	VFG021637__sthA	VFG021638__sthA	VFG021639__sthA	VFG021640__sthA	VFG021641__sthA	VFG021642__sthA	VFG021643__sthA	VFG021644__sthA
cluster_716	VFG012330__sfaA
cluster_717	VFG033103__papE
cluster_718	VFG034595__faeC	VFG042559__faeC
cluster_719	VFG042535__f17d_A
cluster_72	VFG043613__fimH
cluster_720	VFG042619__ucaA
cluster_721	VFG042625__mrpE
cluster_722	VFG043725__cdtC	VFG043737__cdtC	VFG043742__cdtC
cluster_723	VFG043728__cdt_IIIC	VFG043734__cdtC
cluster_724	VFG045344__yapV
cluster_725	VFG000909__focA	VFG033395__focA
cluster_726	VFG003559__yst1C
cluster_727	VFG004145__bcfA	VFG004146__bcfA	VFG004149__bcfA	VFG018363__bcfA	VFG018364__bcfA	VFG021273__bcfA	VFG021274__bcfA	VFG021275__bcfA	VFG021277__bcfA	VFG021278__bcfA	VFG021280__bcfA
cluster_728	VFG035203__EC042_4532
cluster_729	VFG041097__sciH
cluster_73	VFG041095__sciF
cluster_730	VFG042533__clpC
cluster_731	VFG042899__cfcE
cluster_732	VFG000432__tviA	VFG021050__tviA
cluster_733	VFG000887__papK	VFG012226__papK	VFG012227__papK	VFG012228__papK	VFG033108__papK	VFG033109__papK	VFG033110__papK	VFG033111__papK	VFG033112__papK	VFG033113__papK
cluster_734	VFG000888__papE	VFG012223__papE	VFG033104__papE	VFG033105__papE
cluster_735	VFG045342__yapK
cluster_736	VFG012221__papE	VFG012222__papE	VFG033100__papE	VFG033101__papE	VFG033106__papE	VFG033107__papE
cluster_737	VFG041549__espH
cluster_738	VFG043070__fljA
cluster_739	VFG000456__lpfA	VFG018346__lpfA	VFG021364__lpfA	VFG021365__lpfA	VFG021366__lpfA	VFG021367__lpfA	VFG021368__lpfA
cluster_74	VFG042562__fedF
cluster_740	VFG003498__ail	VFG023567__ail
cluster_741	VFG004237__stbA	VFG004255__stbA	VFG004258__stbA	VFG004259__stbA	VFG018330__stbA	VFG021465__stbA	VFG021467__stbA	VFG021469__stbA
cluster_742	VFG004315__steF	VFG004317__steF
cluster_743	VFG004318__steF	VFG018317__steF	VFG021547__steF	VFG021548__steF	VFG021549__steF	VFG021552__steF	VFG021553__steF
cluster_744	VFG002056__gspM	VFG012914__gspM	VFG020161__gspM	VFG040946__gspM
cluster_745	VFG013663__pilP
cluster_746	VFG044336__iroC
cluster_747	VFG004212__sefA	VFG021400__sefA	VFG021401__sefA
cluster_748	VFG033144__papA
cluster_749	VFG035296__c3401	VFG035297__ECP_2821	VFG035298__APECO1_3696	VFG035300__ECO103_3373	VFG035303__ECABU_c31050	VFG035305__ECNA114_2871	VFG035306__EcE24377A_3133
cluster_75	VFG002302__mig_14	VFG004049__mig_14	VFG004051__mig_14	VFG004052__mig_14	VFG018566__mig_14	VFG021759__mig_14	VFG021760__mig_14	VFG021761__mig_14	VFG021764__mig_14	VFG021765__mig_14	VFG021766__mig_14
cluster_750	VFG035301__EC55989_3320
cluster_751	VFG041104__sciN
cluster_752	VFG042530__afrD
cluster_753	VFG000444__fimI	VFG004072__fimI	VFG004073__fimI	VFG004074__fimI	VFG018387__fimI	VFG021138__fimI	VFG021139__fimI	VFG021140__fimI	VFG021141__fimI	VFG021143__fimI	VFG021144__fimI	VFG021145__fimI
cluster_754	VFG000463__sodCI	VFG021069__sodCI
cluster_755	VFG000637__set1A	VFG000859__set1A
cluster_756	VFG000877__fimF	VFG012305__fimF	VFG012306__fimF	VFG012309__fimF	VFG012310__fimF	VFG012311__fimF	VFG033298__fimF	VFG033299__fimF	VFG033304__fimF	VFG033305__fimF	VFG033313__fimF	VFG033315__fimF	VFG033317__fimF	VFG033318__fimF	VFG033319__fimF	VFG033322__fimF
cluster_757	VFG042370__rpeA
cluster_758	VFG004278__pegA	VFG021737__pegA	VFG021740__pegA	VFG021741__pegA
cluster_759	VFG000889__papF	VFG012216__papF	VFG012217__papF	VFG012218__papF	VFG033092__papF	VFG033093__papF	VFG033094__papF	VFG033095__papF	VFG033097__papF	VFG033098__papF
cluster_76	VFG018567__mig_14
cluster_760	VFG041166__SG1037
cluster_761	VFG042258__ABB77418
cluster_762	VFG042439__afaE_VII
cluster_763	VFG042491__cswF
cluster_764	VFG000734__espH	VFG033729__espH	VFG033735__espH
cluster_765	VFG004275__stcA	VFG004279__stcA	VFG018326__stcA	VFG021479__stcA	VFG021480__stcA
cluster_766	VFG004334__stfG	VFG004335__stfG	VFG004336__stfG	VFG018311__stfG	VFG021595__stfG	VFG021596__stfG	VFG021597__stfG	VFG021598__stfG	VFG021599__stfG	VFG021600__stfG
cluster_767	VFG018399__sodCI
cluster_768	VFG044147__iroC
cluster_769	VFG033307__fimF	VFG033311__fimF	VFG042716__Z2204
cluster_77	VFG042756__lngS
cluster_770	VFG000452__lpfE	VFG004181__lpfE	VFG021335__lpfE	VFG021336__lpfE	VFG021337__lpfE	VFG021339__lpfE	VFG021341__lpfE
cluster_771	VFG000913__focF	VFG012338__sfaG	VFG012339__sfaG	VFG033389__sfaG	VFG033390__sfaG	VFG033403__focF
cluster_772	VFG017848__pilS
cluster_773	VFG041201__cts1N
cluster_774	VFG042501__csuA1	VFG042502__csuA2
cluster_775	VFG042551__fanC
cluster_776	VFG042621__mrpA
cluster_777	VFG042724__kfcC
cluster_778	VFG043615__fimF
cluster_779	VFG045902__ycbS
cluster_78	VFG042900__cfcF
cluster_780	VFG035486__aec30	VFG035487__aec30	VFG035488__aec30	VFG035499__aec30	VFG035500__aec30	VFG035503__aec30	VFG035506__aec30	VFG035507__aec30
cluster_781	VFG043618__fimI
cluster_782	VFG002375__wbcA
cluster_783	VFG033102__papE
cluster_784	VFG033234__fimI
cluster_785	VFG035635__aec24	VFG035641__aec24	VFG035645__aec24	VFG035647__aec24	VFG035654__aec24	VFG035655__aec24
cluster_786	VFG035637__aec24	VFG035638__aec24	VFG035652__aec24	VFG035659__aec24
cluster_787	VFG042583__sfpA
cluster_788	VFG023609__yst1C
cluster_789	VFG035083__c3385	VFG035084__ECP_2800	VFG035085__APECO1_3718	VFG035086__UTI89_C3190	VFG035087__ECO103_3357	VFG035093__ECABU_c30880	VFG035095__ECNA114_2854	VFG035096__EcE24377A_3123	VFG035100__LF82_426	VFG045799__EC958_5031
cluster_79	VFG018299__spvA
cluster_790	VFG035088__O3M_04325	VFG035091__EC55989_3340	VFG035092__EC042_4524
cluster_791	VFG035484__icmF	VFG035485__aec30	VFG035489__aec30	VFG035490__aec30	VFG035493__aec30	VFG035494__aec30	VFG035495__aec30	VFG035501__aec30	VFG035502__aec30	VFG046083__ECVR50_0239
cluster_792	VFG041112__sciV
cluster_793	VFG042720__kfcG
cluster_794	VFG000435__pefA
cluster_795	VFG000448__fimF	VFG004091__fimF	VFG004093__fimF	VFG004094__fimF	VFG018380__fimF	VFG021175__fimF	VFG021176__fimF	VFG021179__fimF	VFG021180__fimF	VFG021181__fimF
cluster_796	VFG004170__bcfF	VFG004171__bcfF	VFG004174__bcfF	VFG018354__bcfF	VFG021319__bcfF	VFG021320__bcfF	VFG021322__bcfF	VFG021323__bcfF	VFG021325__bcfF
cluster_797	VFG004411__pefA
cluster_798	VFG018353__bcfF
cluster_799	VFG035808__hcp	VFG035826__aec16	VFG046096__ECVR50_0257
cluster_8	VFG017851__pilU
cluster_80	VFG035969__upaH
cluster_800	VFG035810__aec16	VFG035824__aec16
cluster_801	VFG041074__YPO0502
cluster_802	VFG041160__SG1031
cluster_803	VFG041172__SG1043
cluster_804	VFG041204__cts1S
cluster_805	VFG042546__fanH
cluster_806	VFG042719__kfcH
cluster_807	VFG000842__hlyC	VFG012488__hlyC
cluster_808	VFG000847__aggA
cluster_809	VFG001429__cooA	VFG042580__cosA
cluster_81	VFG034743__tccP2	VFG034744__tccP2	VFG034745__tccP2
cluster_810	VFG000500__sscA	VFG003853__sscA	VFG003856__sscA	VFG018475__sscA	VFG018476__sscA	VFG020742__sscA	VFG020743__sscA	VFG020744__sscA	VFG020745__sscA	VFG020747__sscA	VFG020748__sscA	VFG020749__sscA
cluster_811	VFG033734__espH	VFG033736__espH
cluster_812	VFG040964__pulH
cluster_813	VFG036043__aatA
cluster_814	VFG042544__fasF
cluster_815	VFG042561__fedE
cluster_816	VFG042565__fedA
cluster_817	VFG000418__caf1	VFG003220__caf1
cluster_818	VFG001435__cfaB	VFG034625__cfa_I_pilin
cluster_819	VFG004190__safA	VFG004194__safA	VFG021371__safA
cluster_82	VFG000531__hilC	VFG003631__hilC	VFG003633__hilC	VFG003634__hilC	VFG018562__hilC	VFG018563__hilC	VFG020341__hilC	VFG020342__hilC	VFG020343__hilC	VFG020345__hilC	VFG020347__hilC
cluster_820	VFG004328__stfE	VFG004329__stfE	VFG004330__stfE	VFG018313__stfE	VFG021577__stfE	VFG021578__stfE	VFG021579__stfE	VFG021580__stfE	VFG021581__stfE	VFG021582__stfE	VFG021583__stfE	VFG021584__stfE
cluster_821	VFG035888__aec7	VFG035889__aec7	VFG035891__aec7
cluster_822	VFG040941__etpM
cluster_823	VFG041171__SG1042
cluster_824	VFG041088__YPO0515
cluster_825	VFG041177__SG1049
cluster_826	VFG041216__cts2S
cluster_827	VFG042394__ralF
cluster_828	VFG042445__afaE_VIII
cluster_829	VFG042454__hdaA
cluster_83	VFG043044__motA
cluster_830	VFG042465__cotA
cluster_831	VFG002318__fliZ	VFG023618__fliZ
cluster_832	VFG002650__fliZ	VFG003408__fliZ	VFG017304__fliZ	VFG018973__fliZ
cluster_833	VFG003515__sycB
cluster_834	VFG000878__fimG	VFG012312__fimG	VFG012313__fimG	VFG012316__fimG	VFG012317__fimG	VFG012318__fimG	VFG033326__fimG	VFG033332__fimG	VFG033333__fimG	VFG033334__fimG	VFG033340__fimG	VFG033342__fimG	VFG033343__fimG	VFG033344__fimG	VFG033345__fimG	VFG033346__fimG
cluster_835	VFG035237__c3398	VFG035238__ECP_2814	VFG035239__APECO1_3705	VFG035240__UTI89_C3204	VFG035241__ECO103_3368	VFG035245__i02_3119	VFG035247__ECS88_3097	VFG035248__ECOK1_3204	VFG035249__UM146_02430	VFG035250__LF82_438
cluster_836	VFG021372__safA
cluster_837	VFG000380__sycD_lcrH	VFG003317__sycD_lcrH	VFG003457__sycD_lcrH	VFG023702__sycD_lcrH
cluster_838	VFG000808__espH
cluster_839	VFG001430__cs3	VFG042470__cs3_3
cluster_84	VFG043096__motA
cluster_840	VFG001438__csbA	VFG042520__csdA
cluster_841	VFG017849__pilS
cluster_842	VFG034965__nleE2
cluster_843	VFG035364__aaiC_hcp	VFG035366__aaiC_hcp	VFG035367__aaiC_hcp
cluster_844	VFG042651__pixA
cluster_845	VFG000914__focG
cluster_846	VFG035424__icmF_aaiO	VFG035427__icmF_aaiO	VFG035428__icmF_aaiO
cluster_847	VFG018471__sseD
cluster_848	VFG033335__fimG	VFG033339__fimG	VFG042717__Z2205
cluster_849	VFG034591__agg3A
cluster_85	VFG043213__motA
cluster_850	VFG035879__aec8	VFG035882__aec8	VFG035886__aec8
cluster_851	VFG041193__cts1D
cluster_852	VFG042472__csaB
cluster_853	VFG042483__cssB
cluster_854	VFG042680__fimI
cluster_855	VFG043041__cheW
cluster_856	VFG043093__cheW
cluster_857	VFG034795__espN	VFG034796__espN	VFG034798__espN	VFG034800__espN	VFG034801__espN	VFG034802__espN
cluster_858	VFG001437__cseA
cluster_859	VFG000855__agg3A	VFG034582__agg3A
cluster_86	VFG017861__YpsIP31758_B0099
cluster_860	VFG034615__cfaB
cluster_861	VFG034616__cfaB	VFG034618__cfaB	VFG034623__cfaB	VFG034626__cfaB
cluster_862	VFG035436__aec32	VFG035437__aec32	VFG035450__aec32	VFG035454__aec32	VFG035457__aec32
cluster_863	VFG035783__aec17	VFG035788__aec17	VFG035793__aec17	VFG035801__aec17	VFG035802__aec17
cluster_864	VFG042088__etrA
cluster_865	VFG043614__fimG
cluster_866	VFG044401__hasI
cluster_867	VFG000407__yopR_yscH_lcrP	VFG003344__yopR_yscH_lcrP	VFG003484__yopR_yscH_lcrP	VFG023749__yopR_yscH_lcrP
cluster_868	VFG035246__ECNA114_2867
cluster_869	VFG000547__sicA	VFG003701__sicA	VFG003704__sicA	VFG018534__sicA	VFG018535__sicA	VFG020468__sicA	VFG020471__sicA	VFG020472__sicA	VFG020473__sicA
cluster_87	VFG033743__espF	VFG033745__espF
cluster_870	VFG018345__safA
cluster_871	VFG021373__safA
cluster_872	VFG043210__cheW
cluster_873	VFG000761__bfpK	VFG042796__bfpK
cluster_874	VFG000920__chuX	VFG012615__chuX	VFG012618__chuX	VFG013067__shuX	VFG034318__chuX	VFG034324__chuX	VFG034325__chuX	VFG034329__chuX	VFG034334__chuX
cluster_875	VFG003569__yst1M
cluster_876	VFG004191__safA	VFG004193__safA
cluster_877	VFG013662__pilP
cluster_878	VFG041093__sciD
cluster_879	VFG035242__EC55989_3325
cluster_88	VFG043545__ECS88_3547
cluster_880	VFG042428__afaE_II
cluster_881	VFG042684__fimF
cluster_882	VFG000753__bfpU	VFG042788__bfpU
cluster_883	VFG000351__antigen_4	VFG002738__psaA	VFG003243__antigen_4	VFG017282__psaA
cluster_884	VFG012340__sfaS	VFG012341__sfaS
cluster_885	VFG017858__YpsIP31758_B0096
cluster_886	VFG034598__faeE	VFG042554__faeF
cluster_887	VFG035169__c3391	VFG035170__ECP_2805	VFG035171__APECO1_3713	VFG035173__ECO103_3362	VFG035178__ECNA114_2858
cluster_888	VFG035174__EC55989_3335
cluster_889	VFG041085__YPO0512
cluster_89	VFG000389__lcrE_yopN	VFG003057__lcrE_yopN	VFG003326__lcrE_yopN	VFG003466__lcrE_yopN	VFG023718__lcrE_yopN
cluster_890	VFG004247__stbC	VFG021450__stbC
cluster_891	VFG041520__espN2_2
cluster_892	VFG042096__ygeG
cluster_893	VFG042496__cshD
cluster_894	VFG042574__ldaF
cluster_895	VFG042600__myfF
cluster_896	VFG043645__clpF
cluster_897	VFG000350__psaF
cluster_898	VFG004311__steE	VFG004314__steE	VFG018318__steE	VFG021539__steE	VFG021540__steE	VFG021541__steE	VFG021542__steE	VFG021544__steE	VFG021545__steE
cluster_899	VFG041210__cts1W
cluster_9	VFG023790__YE105_C1176
cluster_90	VFG001011__spa33	VFG012703__spa33	VFG012705__spa33	VFG020114__spa33
cluster_900	VFG001426__afaE_I
cluster_901	VFG003537__YE3558
cluster_902	VFG000667__icsA_virG	VFG013071__icsA_virG	VFG013073__icsA_virG	VFG013074__icsA_virG	VFG020184__icsA_virG
cluster_903	VFG040969__pulM
cluster_904	VFG041100__sciK	VFG041103__sciM
cluster_905	VFG041101__sciL
cluster_906	VFG041202__cts1H_Hcp
cluster_907	VFG041218__cts2H
cluster_908	VFG041224__ctsH1
cluster_909	VFG042626__mrpF
cluster_91	VFG002306__ratB	VFG004448__ratB	VFG018391__ratB	VFG021120__ratB	VFG021123__ratB	VFG021124__ratB
cluster_910	VFG042765__lngG
cluster_911	VFG042779__cofG
cluster_912	VFG000539__iagB	VFG003681__iagB	VFG003683__iagB	VFG003684__iagB	VFG018542__iagB	VFG018543__iagB	VFG020431__iagB	VFG020432__iagB	VFG020437__iagB
cluster_913	VFG041174__SG1045
cluster_914	VFG000851__aafA	VFG034578__aafA
cluster_915	VFG001425__afaE_III	VFG001428__draE
cluster_916	VFG000457__csgB	VFG004124__csgB	VFG004131__csgB	VFG018368__csgB	VFG021246__csgB	VFG021249__csgB	VFG021250__csgB	VFG021251__csgB	VFG021253__csgB
cluster_917	VFG035443__aec32	VFG035444__aec32	VFG035446__aec32
cluster_918	VFG042227__ABB77405
cluster_919	VFG042435__afaE_V
cluster_92	VFG018418__pipB
cluster_920	VFG042729__csgB	VFG045792__csgB	VFG046072__csgB
cluster_921	VFG046048__ECVR50_3233
cluster_922	VFG001427__daaE
cluster_923	VFG002312__pilP
cluster_924	VFG012459__agn43	VFG012460__agn43	VFG033837__agn43	VFG033839__Ag43	VFG033842__Ag43	VFG033843__agn43	VFG033846__Ag43	VFG045821__Ag43	VFG046098__flu2
cluster_925	VFG003497__antigen_4	VFG023569__psaA
cluster_926	VFG035434__aec32	VFG035439__aec32
cluster_927	VFG041158__SG1029
cluster_928	VFG041227__ctsH4
cluster_929	VFG003536__ysaH
